Id	DOI	PubDate	GitHub_link	FullJournalName	Title	Phrase
36610710	10.1093/bioinformatics/btac833	2023-01-07	https://github.com/trevor-chan/Melanoma_NetworkMorphology	Bioinformatics (Oxford, England)	Biophysical informatics reveals distinctive phenotypic signatures and functional diversity of single-cell lineages.	https://github.com/trevor-chan/Melanoma_NetworkMorphology. Supplementary data are available at Bioinformatics online.
36610709	10.1093/bioinformatics/btac825	2023-01-07	https://github.com/Zhangxf-ccnu/EnDecon	Bioinformatics (Oxford, England)	EnDecon: cell type deconvolution of spatially resolved transcriptomics data via ensemble learning.	The source code is available at https://github.com/Zhangxf-ccnu/EnDecon. Supplementary data are available at Bioinformatics online.
36610708	10.1093/bioinformatics/btac842	2023-01-07	https://aster.readthedocs.io, https://github.com/biox-nku/aster	Bioinformatics (Oxford, England)	ASTER: accurately estimating the number of cell types in single-cell chromatin accessibility data.	The source code is available at https://github.com/biox-nku/aster. Supplementary data are available at Bioinformatics online.
36610707	10.1093/bioinformatics/btac829	2023-01-07	https://github.com/BorgwardtLab/simbsig	Bioinformatics (Oxford, England)	SIMBSIG: similarity search and clustering for biobank-scale data.	SIMBSIG is freely available from PyPI and its source code and documentation can be found on GitHub (https://github.com/BorgwardtLab/simbsig) under a BSD-3 license.
36610402	10.1016/j.ajhg.2022.12.010	2023-01-07	https://github.com/browning-lab/flare	American journal of human genetics	Fast, accurate local ancestry inference with FLARE.	FLARE is open source and available at https://github.com/browning-lab/flare.
36610267	10.1016/j.ssnmr.2022.101849	2023-01-07	https://github.com/LeoSvenningsson/TensorViewforMatlab	Solid state nuclear magnetic resonance	TensorView for MATLAB: Visualizing tensors with Euler angle decoding.	TensorView for MATLAB is available through github at https://github.com/LeoSvenningsson/TensorViewforMatlab, and can also be accessed directly via the NMRbox resource.
36610216	10.1016/j.compbiomed.2022.106527	2023-01-07	https://github.com/sheng-n/lncRNA-disease-methods	Computers in biology and medicine	Data resources and computational methods for lncRNA-disease association prediction.	Recent advances in LDA prediction approaches have been summarized in the GitHub repository at https://github.com/sheng-n/lncRNA-disease-methods.
36609432	10.26508/lsa.202201593	2023-01-07	https://pucpr-bioinformatics.github.io/atlas/	Life science alliance	IARA: a complete and curated atlas of the biogenesis of spliceosome machinery during RNA splicing.	Here, we present IARA (website access: https://pucpr-bioinformatics.github.
36609141	10.1016/j.bpj.2023.01.003	2023-01-07	GitHub	Biophysical journal	Analysis of noisy transient signals based on Gaussian process regression.	The software and its description are available on GitHub.
36608843	10.1016/j.gpb.2022.12.008	2023-01-07	https://github.com/aster-ww/scEMAIL	Genomics, proteomics & bioinformatics	scEMAIL: Universal and Source-free Annotation Method for scRNA-seq Data with Novel Cell-type Perception.	The source code of scEMAIL can be accessed at https://github.com/aster-ww/scEMAIL.
36608842	10.1016/j.gpb.2022.12.007	2023-01-07	https://github.com/Scu-sen/Recursion-Cellular-Image-Classification-Challenge	Genomics, proteomics & bioinformatics	DeepNoise: Signal and Noise Disentanglement Based on Classifying Fluorescent Microscopy Images via Deep Learning.	Our source code is available at GitHub: https://github.com/Scu-sen/Recursion-Cellular-Image-Classification-Challenge.
36608157	10.1371/journal.pcbi.1010830	2023-01-06	https://github.com/zhangt369/SurvivalPath	PLoS computational biology	SurvivalPath:A R package for conducting personalized survival path mapping based on time-series survival data.	The SurvivalPath R package is freely available from CRAN, with source code and documentation hosted at https://github.com/zhangt369/SurvivalPath.
36607439	10.1186/s40529-022-00366-5	2023-01-06	https://github.com/RitataLU/MethylC-analyze	Botanical studies	MethylC-analyzer: a comprehensive downstream pipeline for the analysis of genome-wide DNA methylation.	It is available as either a standalone version for command-line uses or a graphical user interface (GUI) and is publicly accessible at https://github.com/RitataLU/MethylC-analyzer .
36607160	10.1111/gcb.16585	2023-01-06	GitHub	Global change biology	When things get MESI: The Manipulation Experiments Synthesis Initiative-A coordinated effort to synthesize terrestrial global change experiments.	We welcome contributions to the database on GitHub.
36605500	10.1016/j.dib.2022.108832	2023-01-06	GitHub	Data in brief	A curated dataset for hate speech detection on social media text.	Therefore, our dataset is curated from various sources like Kaggle, GitHub, 
36604751	10.1186/s13007-022-00974-z	2023-01-05	https://github.com/GatorSense/STARSEE	Plant methods	Spatial and Texture Analysis of Root System distribution with Earth mover's Distance (STARSEED).	The code and data for our experiments are publicly available: https://github.com/GatorSense/STARSEED .
36603846	10.1021/acs.jcim.2c00919	2023-01-05	https://github.com/IFMlab/ChemFlow	Journal of chemical information and modeling	ChemFlow─From 2D Chemical Libraries to Protein-Ligand Binding Free Energies.	The software is publicly available at https://github.com/IFMlab/ChemFlow.
36603439	10.1016/j.compbiomed.2022.106513	2023-01-05	https://github.com/learnerzx/SwinGAN	Computers in biology and medicine	SwinGAN: A dual-domain Swin Transformer-based generative adversarial network for MRI reconstruction.	The code is available at: https://github.com/learnerzx/SwinGAN.
36603365	10.1016/j.jbiomech.2022.111421	2023-01-05	https://github.com/aclouthier/morphable-lumbar-model	Journal of biomechanics	Morphable models of the lumbar spine to vary geometry based on pathology, demographics, and anatomical measurements.	The morphable models and code are available at https://github.com/aclouthier/morphable-lumbar-model.
36602356	10.1128/spectrum.03871-22	2023-01-05	https://github.com/liyangjie/PPNet	Microbiology spectrum	PPNet: Identifying Functional Association Networks by Phylogenetic Profiling of Prokaryotic Genomes.	We conclude that PPNet, a publicly available (https://github.com/liyangjie/PPNet), can be used to construct microbial association networks from easily acquired genome-scale data.
36602030	10.1177/19322968221147570	2023-01-05	https://github.com/gcappon/agata	Journal of diabetes science and technology	AGATA: A Toolbox for Automated Glucose Data Analysis.	It is freely available in GitHub at https://github.com/gcappon/agata.
36601579	10.1093/nargab/lqac095	2023-01-05	https://github.com/kaistcbfg/scAVENGERS	NAR genomics and bioinformatics	scAVENGERS: a genotype-based deconvolution of individuals in multiplexed single-cell ATAC-seq data without reference genotypes.	Our source code of the devised software is available at GitHub: https://github.com/kaistcbfg/scAVENGERS.
36599879	10.1038/s41598-022-27057-2	2023-01-04	https://github.com/matsunagalab/differentiable_BT	Scientific reports	End-to-end differentiable blind tip reconstruction for noisy atomic force microscopy images.	Codes are available at https://github.com/matsunagalab/differentiable_BTR .
36599663	10.1142/S0129065722500617	2023-01-04	https://github.com/LLLL1021/Dual-modal-IB	International journal of neural systems	Dual-Modal Information Bottleneck Network for Seizure Detection.	We release our code at https://github.com/LLLL1021/Dual-modal-IB.
36599414	10.1021/acs.analchem.1c03566	2023-01-04	https://github.com/Systems-Biology-Of-Lipid-Metabolism-Lab/LipidA-IDER	Analytical chemistry	LipidA-IDER to Explore the Global Lipid A Repertoire of Drug-Resistant Gram-Negative Bacteria.	LipidA-IDER is freely available at https://github.com/Systems-Biology-Of-Lipid-Metabolism-Lab/LipidA-IDER.
36597796	10.1080/17457300.2022.2164312	2023-01-04		International journal of injury control and safety promotion	Risk reduction via spatial and temporal visualization of road accidents: a way forward for emergency response optimization in developing countries.	
36597722	10.1021/acs.analchem.2c01398	2023-01-04	https://github.com/zhanghailiangcsu/dffRO	Analytical chemistry	Fusion of Quality Evaluation Metrics and Convolutional Neural Network Representations for ROI Filtering in LC-MS.	It is implemented in Python programming language and open-sourced at https://github.com/zhanghailiangcsu/dffROI under BSD License.
36597047	10.1186/s12859-022-05114-x	2023-01-03	https://github.com/Xuexia-Wang/OWC-R-packag	BMC bioinformatics	A gene based combination test using GWAS summary data.	The proposed method is implemented in an R package available at https://github.com/Xuexia-Wang/OWC-R-package CONCLUSIONS: We propose a novel gene-based association test that incorporates four different weighting schemes (two constant weights and two weights proportional to normal statistic Z) and includes several popular methods as its special cases.
36597033	10.1186/s12859-022-05116-9	2023-01-03	https://github.com/zzc1991/TREC_Precision_Medicine_Trac	BMC bioinformatics	A hybrid algorithm for clinical decision support in precision medicine based on machine learning.	To realize reproducibility, the written code is made available on https://github.com/zzc1991/TREC_Precision_Medicine_Track .
36594600	10.1021/acs.jcim.2c01367	2023-01-03	https://github.com/mmoreno1/ElectroPredictor	Journal of chemical information and modeling	ElectroPredictor: An Application to Predict Mayr's Electrophilicity E through Implementation of an Ensemble Model Based on Machine Learning Algorithms.	<i>ElectroPredictor</i>, a noncommercial Python application (https://github.com/mmoreno1/ElectroPredictor), is developed to predict <i>E</i>.
36594573	10.1093/bioinformatics/btac838	2023-01-03	https://github.com/hiclib/pasti	Bioinformatics (Oxford, England)	Inference of 3D genome architecture by modeling overdispersion of Hi-C data.	A Python implementation of Pastis-NB is available at https://github.com/hiclib/pastis under the BSD license.
36594541	10.1093/bioinformatics/btad001	2023-01-03	https://github.com/mutalyzer/algebra/tree/v0.2., https://mutalyzer.nl/algebra	Bioinformatics (Oxford, England)	A Boolean algebra for genetic variants.	A Python implementation is available at https://github.com/mutalyzer/algebra/tree/v0.2.0 as well as an interface at https://mutalyzer.nl/algebra.
36593760	10.1016/j.mex.2022.101982	2023-01-03		MethodsX	Remotely piloted aircraft-based automated vertical surface survey.	
36592580	10.1016/j.cmpb.2022.107318	2023-01-02	https://github.com/ameliajimenez/curriculum-federated-learning	Computer methods and programs in biomedicine	Memory-aware curriculum federated learning for breast cancer classification.	Our code is publicly available at: https://github.com/ameliajimenez/curriculum-federated-learning.
36592062	10.1093/bib/bbac595	2023-01-02	https://github.com/RuiBingo/SSMF-BLNP	Briefings in bioinformatics	Predicting lncRNA-disease associations based on combining selective similarity matrix fusion and bidirectional linear neighborhood label propagation.	The source code and datasets used in this paper are available at: https://github.com/RuiBingo/SSMF-BLNP.
36592060	10.1093/bib/bbac578	2023-01-02	https://github.com/Zora-LM/MHGNN-DTI	Briefings in bioinformatics	Metapath-aggregated heterogeneous graph neural network for drug-target interaction prediction.	The code is available at https://github.com/Zora-LM/MHGNN-DTI.
36592035	10.1093/bioinformatics/btac849	2023-01-02	https://github.com/jsigao/prioritree, https://bookdown.org/jsigao/prioritree_manual/	Bioinformatics (Oxford, England)	PrioriTree: a utility for improving phylodynamic analyses in BEAST.	PrioriTree is distributed as an R package available at https://github.com/jsigao/prioritree, with a comprehensive user manual provided at https://bookdown.org/jsigao/prioritree_manual/.
36591535	10.1016/j.cmpbup.2022.100090	2023-01-02	https://github.com/Tarik4Rashid4/covid19models	Computer methods and programs in biomedicine update	Fitness dependent optimizer with neural networks for COVID-19 patients.	The link to the Covid 19 models is found here: https://github.com/Tarik4Rashid4/covid19models.
36590237	10.1016/j.jksus.2022.102527	2023-01-02	GitHub	Journal of King Saud University. Science	Multi-objective deep learning framework for COVID-19 dataset problems.	%, and ROC Curve (95% to 99%) for the COVID-19 dataset provided by GitHub. 
36587568	10.1016/j.compbiomed.2022.106494	2023-01-01	https://github.com/gnsastry/predicting_clinical_trials.git	Computers in biology and medicine	Assessing machine learning approaches for predicting failures of investigational drug candidates during clinical trials.	The models developed in the study can be accessed at https://github.com/gnsastry/predicting_clinical_trials.git.
36587439	10.1016/j.neunet.2022.12.018	2023-01-01	https://github.com/dudwojae/STACoRe	Neural networks : the official journal of the International Neural Network Society	STACoRe: Spatio-temporal and action-based contrastive representations for reinforcement learning in Atari.	The code is available at https://github.com/dudwojae/STACoRe.
36587217	10.1186/s12859-022-05122-x	2022-12-31	https://github.com/alexcis95/PhenoExa, https://alejandrocisterna.shinyapps.io/phenoexamweb	BMC bioinformatics	PhenoExam: gene set analyses through integration of different phenotype databases.	Github R package URL is https://github.com/alexcis95/PhenoExam .
36587187	10.1038/s41592-022-01687-w	2022-12-31	https://github.com/willtownes/nsf-pape	Nature methods	Nonnegative spatial factorization applied to spatial genomics.	A TensorFlow implementation of NSF is available from https://github.com/willtownes/nsf-paper .
36586394	10.1016/j.media.2022.102710	2022-12-31	https://github.com/nwuAI/CAN	Medical image analysis	CAN: Context-assisted full Attention Network for brain tissue segmentation.	Our code is available at https://github.com/nwuAI/CAN.
36586231	10.1016/j.compbiomed.2022.106482	2022-12-31	https://github.com/Mercuriiio/MSFN	Computers in biology and medicine	Self-supervised learning-based Multi-Scale feature Fusion Network for survival analysis from whole slide images.	Code and trained models are made available at: https://github.com/Mercuriiio/MSFN.
36585784	10.1093/bib/bbac561	2022-12-31	https://github.com/shooshtarilab/scRNAseq-Automated-Cell-Type-Labelling	Briefings in bioinformatics	Evaluation of single-cell RNAseq labelling algorithms using cancer datasets.	Our analysis pipeline for assessing the performance of cell type labelling algorithms is available in https://github.com/shooshtarilab/scRNAseq-Automated-Cell-Type-Labelling.
36584219	10.1371/journal.pcbi.1009667	2022-12-30	https://github.com/DanuserLab/Mask-Regularized-Diffeomorphic-Cell-Registration	PLoS computational biology	Fine-grained, nonlinear registration of live cell movies reveals spatiotemporal organization of diffuse molecular processes.	Matlab code implementing the proposed registration method is available at https://github.com/DanuserLab/Mask-Regularized-Diffeomorphic-Cell-Registration.
36582502	10.1093/ve/veac110	2022-12-30	https://jbloomlab.github.io/polyclonal	Virus evolution	A biophysical model of viral escape from polyclonal antibodies.	The software described in this paper is available at https://jbloomlab.github.io/polyclonal.
36582438	10.1016/j.csbj.2022.12.008	2022-12-30	https://github.com/hurraygong/MU3DSP	Computational and structural biotechnology journal	Prediction of protein stability changes upon single-point variant using 3D structure profile.	MU3DSP is available as an open-source tool at https://github.com/hurraygong/MU3DSP.
36581214	10.1016/j.mri.2022.12.016	2022-12-29	https://github.com/uwmri/QVT	Magnetic resonance imaging	Automated hemodynamic assessment for cranial 4D flow MRI.	This software is freely available at: https://github.com/uwmri/QVT.
36580822	10.1016/j.cmpb.2022.107306	2022-12-29	https://github.com/nicetomeetu21/LA-GAN	Computer methods and programs in biomedicine	Lesion-aware generative adversarial networks for color fundus image to fundus fluorescein angiography translation.	The code is publicly available at: https://github.com/nicetomeetu21/LA-GAN. The effectiveness of LA-Net has been verified in data with branch retinal vein occlusion.
36579886	10.1093/bioinformatics/btac845	2022-12-29	https://github.com/shenwei356/kmcp	Bioinformatics (Oxford, England)	KMCP: accurate metagenomic profiling of both prokaryotic and viral populations by pseudo-mapping.	The software is open-source under the MIT license and available at https://github.com/shenwei356/kmcp. Supplementary data are available at Bioinformatics online.
36579885	10.1093/bioinformatics/btac837	2022-12-29	https://github.com/23AIBox/23AIBox-DFinder	Bioinformatics (Oxford, England)	DFinder: a novel end-to-end graph embedding-based method to identify drug-food interactions.	The source code is available at https://github.com/23AIBox/23AIBox-DFinder. Supplementary data are available at Bioinformatics online.
36579866	10.1093/bioinformatics/btac841	2022-12-29	https://www.kaggle.com/competitions/human-protein-atlas-image-classification/data, https://github.com/priyarana/Protein-subcellular-localisation-method	Bioinformatics (Oxford, England)	Imbalanced classification for protein subcellular localization with multilabel oversampling.	Source code is available at https://github.com/priyarana/Protein-subcellular-localisation-method. Supplementary data are available at Bioinformatics online.
36579860	10.1093/bioinformatics/btac846	2022-12-29	https://github.com/yollct/spycon, https://spycone.readthedocs.io/en/latest/	Bioinformatics (Oxford, England)	Systematic analysis of alternative splicing in time course data using Spycone.	The source code of Spycone is available under the GPLv3 license at https://github.com/yollct/spycone and the documentation at https://spycone.readthedocs.io/en/latest/.
36579854	10.1093/bioinformatics/btac843	2022-12-29	https://github.com/rupinas/LAPINE, https://figshare.com/articles/software/LAPINE/21750245	Bioinformatics (Oxford, England)	Large-scale prediction of adverse drug reactions-related proteins with network embedding.	The source code is available at GitHub (https://github.com/rupinas/LAPINE) and Figshare (https://figshare.
36579850	10.1093/bioinformatics/btac844	2022-12-29	https://github.com/KiranJavkar/PRAWNS.git	Bioinformatics (Oxford, England)	PRAWNS: compact pan-genomic features for whole-genome population genomics.	PRAWNS is implemented in C++ and Python3, licensed under the GPLv3 license, and freely downloadable from GitHub (https://github.com/KiranJavkar/PRAWNS.git). Supplementary data are available at Bioinformatics online.
36579658	10.1002/hbm.26190	2022-12-29	https://github.com/neurophysiological-analysis/FiNN	Human brain mapping	Direct modulation index: A measure of phase amplitude coupling for neurophysiology data.	A Python toolbox that implements dMI and other measures of PAC is freely available at https://github.com/neurophysiological-analysis/FiNN.
36579134		2022-12-29	https://github.com/JLiangLab/CAiD	Proceedings of machine learning research	CAiD: Context-Aware Instance Discrimination for Self-supervised Learning in Medical Imaging.	As open science, all codes and pre-trained models are available on our GitHub page: https://github.com/JLiangLab/CAiD.
36578091	10.1186/s13321-022-00664-x	2022-12-28	https://github.com/vfscalfani/CSN_tutorial	Journal of cheminformatics	Visualizing chemical space networks with RDKit and NetworkX.	All code is provided in the form of Jupyter Notebooks and is available on GitHub with a permissive BSD-3 open-source license: https://github.com/vfscalfani/CSN_tutorial.
36577938	10.1186/s12874-022-01812-5	2022-12-28	https://github.com/mshawaqfeh/MetaAnalys	BMC medical research methodology	MetaAnalyst: a user-friendly tool for metagenomic biomarker detection and phenotype classification.	The executable file for MetaAnalyst along with its user manual are made available at https://github.com/mshawaqfeh/MetaAnalyst .
36576131	10.1093/gigascience/giac122	2022-12-28	https://github.com/B-UMMI/LMA, https://lmas.readthedocs.io/	GigaScience	LMAS: evaluating metagenomic short de novo assembly methods through defined communities.	LMAS is open source, and the workflow and its documentation are available at https://github.com/B-UMMI/LMAS and https://lmas.readthedocs.
36576129	10.1093/gigascience/giac119	2022-12-28	https://huggingface.co/spaces/BIASLab/sars-cov-2-classification-fcgr, https://github.com/AlgoLab/CouGaR-	GigaScience	Accurate and fast clade assignment via deep learning and frequency chaos game representation.	CouGaR-g is also available at https://github.com/AlgoLab/CouGaR-g under the GPL.
36576010	10.1093/bioinformatics/btac832	2022-12-28	https://github.com/BenoitMorel/Asteroid	Bioinformatics (Oxford, England)	Asteroid: a new algorithm to infer species trees from gene trees under high proportions of missing data.	Asteroid is freely available at https://github.com/BenoitMorel/Asteroid. Supplementary data are available at Bioinformatics online.
36576008	10.1093/bioinformatics/btac814	2022-12-28	https://github.com/zhiruiliao/Sc2Mol	Bioinformatics (Oxford, England)	Sc2Mol: a scaffold-based two-step molecule generator with variational autoencoder and transformer.	The code is available at https://github.com/zhiruiliao/Sc2Mol. Supplementary data are available at Bioinformatics online.
36576005	10.1093/bioinformatics/btac831	2022-12-28	https://github.com/KiTZ-Heidelberg/revana>, https://github.com/KiTZ-Heidelberg/revana-demo-report, https://github.com/KiTZ-Heidelberg/revana-demo-data>	Bioinformatics (Oxford, England)	Revana: a comprehensive tool for regulatory variant analysis and visualization of cancer genomes.	It is available for download as an R package under <https://github.com/KiTZ-Heidelberg/revana>. Sample results can be viewed under <https://github.
36576001	10.1093/bioinformatics/btac839	2022-12-28	https://github.com/YujieWuu/Pairwise_imputation	Bioinformatics (Oxford, England)	A pairwise strategy for imputing predictive features when combining multiple datasets.	The code is available at https://github.com/YujieWuu/Pairwise_imputation. Supplementary information is available at Bioinformatics online.
36575999	10.1093/bioinformatics/btac833	2022-12-28	github.com/trevor-chan/Melanoma_NetworkMorphology	Bioinformatics (Oxford, England)	Biophysical informatics reveals distinctive phenotypic signatures and functional diversity of single cell lineages.	//github.com/trevor-chan/Melanoma_NetworkMorphology. Bioinformatics online.
36575383	10.1186/s12864-022-09086-3	2022-12-27	github.i	BMC genomics	OpenGenomeBrowser: a versatile, dataset-independent and scalable web platform for genome data management and comparative genomics.	
36574399	10.1371/journal.pone.0279438	2022-12-27	https://github.com/wanghanyu0526/improveQL.git	PloS one	A novel Q-learning algorithm based on improved whale optimization algorithm for path planning.	The code will be released at https://github.com/wanghanyu0526/improveQL.git.
36573842	10.1021/acs.jcim.2c01261	2022-12-27	https://github.com/AstraZeneca/peptide-tools	Journal of chemical information and modeling	pIChemiSt ─ Free Tool for the Calculation of Isoelectric Points of Modified Peptides.	The method is available in the form of an open source Python library at https://github.com/AstraZeneca/peptide-tools, which can be integrated into other proprietary and free software packages.
36573326	10.1093/bioinformatics/btac840	2022-12-27	https://github.com/Enserink-lab/screenwerk, https://github.com/Enserink-lab/screenwer, https://github.com/ocbe-uio/bayesynergy, https://oncotools.elixir.no	Bioinformatics (Oxford, England)	screenwerk: a modular tool for the design and analysis of drug combination screens.	The R-package and technical documentation is available at https://github.com/Enserink-lab/screenwerk; the R source code is publicly available at https://github.
36573319	10.1093/bioinformatics/btac842	2022-12-27	https://aster.readthedocs.io, https://github.com/biox-nku/aster	Bioinformatics (Oxford, England)	ASTER: accurately estimating the number of cell types in single-cell chromatin accessibility data.	The source code is available at https://github.com/biox-nku/aster. Supplementary data are available at Bioinformatics online.
36572658	10.1093/bib/bbac549	2022-12-26	https://github.com/BioinformaticsCSU/CDHGNN	Briefings in bioinformatics	Inferring disease-associated circRNAs by multi-source aggregation based on heterogeneous graph neural network.	The code of CDHGNN is freely available at https://github.com/BioinformaticsCSU/CDHGNN.
36572655	10.1093/bib/bbac557	2022-12-26	https://github.com/shenxiaochenn/BloodNet, https://figshare.com/articles/dataset/21291825	Briefings in bioinformatics	BloodNet: An attention-based deep network for accurate, efficient, and costless bloodstain time since deposition inference.	Our code is publically accessible via https://github.com/shenxiaochenn/BloodNet. Our datasets and pre-trained models can be freely accessed via https://figshare.com/articles/dataset/21291825.
36572478	10.3760/cma.j.cn112338-20220920-00794	2022-12-26	githu	Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi	[Impact of COVID-19 epidemic on syphilis case reporting in China].	"<b>Methods:</b> The data were collected from the National Notifiable Infectious Disease Reporting System of China Information System for Disease Control and Prevention, National STD Management Information System, and the ""nCov2019"" R package of github website."
36571499	10.1093/bioinformatics/btac820	2022-12-26	https://github.com/nec-research/vibtcr	Bioinformatics (Oxford, England)	Attentive Variational Information Bottleneck for TCR-peptide interaction prediction.	The code and the data used for this study are publicly available at: https://github.com/nec-research/vibtcr. Supplementary data are available at Bioinformatics online.
36571493	10.1093/bioinformatics/btac821	2022-12-26	https://github.com/nabiafshan/DetectingMisannotatedLncRNAs	Bioinformatics (Oxford, England)	Discovering misannotated lncRNAs using deep learning training dynamics.	Source code is available at https://github.com/nabiafshan/DetectingMisannotatedLncRNAs. Supplementary data are available at Bioinformatics online.
36571490	10.1093/bioinformatics/btac827	2022-12-26	https://github	Bioinformatics (Oxford, England)	AccuVIR: an ACCUrate VIRal genome assembly tool for third-generation sequencing data.	The source code and the documentation of AccuVIR are available at https://github. com/rainyrubyzhou/AccuVIR.
36571484	10.1093/bioinformatics/btac822	2022-12-26	https://github.com/dokyoonkimlab/DiseaseInteractiveNetwork	Bioinformatics (Oxford, England)	Discovering comorbid diseases using an inter-disease interactivity network based on biobank-scale PheWAS data.	The source code and data of this study are available at https://github.com/dokyoonkimlab/DiseaseInteractiveNetwork. Supplementary data are available at Bioinformatics online.
36571479	10.1093/bioinformatics/btac816	2022-12-26	https://github.com/crazylyf/neuronet/tree/semantic_fnm, https://github.com/Vaa3D, https://www.brainimagelibrary.org/, https://doi.brainimagelibrary.org/doi/10.35077/g.25	Bioinformatics (Oxford, England)	Tracing weak neuron fibers.	Source codes of NeuMiner are freely available on GitHub (https://github.com/crazylyf/neuronet/tree/semantic_fnm). Image visualization, preprocessing and tracing are conducted on the Vaa3D platform, which is accessible at the Vaa3D GitHub repository (https://github.com/Vaa3D).
36570910	10.3389/fpls.2022.973985	2022-12-26	https://github.com/chr-secrect/Pest-YOLO	Frontiers in plant science	Pest-YOLO: A model for large-scale multi-class dense and tiny pest detection and counting.	The code of the proposed algorithm is available at: https://github.com/chr-secrect/Pest-YOLO.
36569614	10.3389/fpsyt.2022.937685	2022-12-26	https://github.com/canlab/MediationToolbox	Frontiers in psychiatry	The relationship between smoking frequency and life satisfaction: Mediator of self-rated health (SRH).	Mediation analysis was performed by taking smoking frequency as the predictor, SRH as the mediator, life satisfaction as the outcome variable, and demographics as covariates using the mediation toolbox on MATLAB 2018a with 10000 bootstrap sample significance testing (https://github.com/canlab/MediationToolbox). The current study found a negative correlation between smoking frequency and life satisfaction [r = -0.
36568700	10.3389/fbinf.2022.1074802	2022-12-26	https://github.com/reinator/splace	Frontiers in bioinformatics	SPLACE: A tool to automatically SPLit, Align, and ConcatenatE genes for phylogenomic inference of several organisms.	It is an open-source tool and is publicly available at https://github.com/reinator/splace.
36568475	10.1007/s00521-022-08115-2	2022-12-26	https://github.com/dstallmann/transfer_learning_twinvae, https://pub.uni-bielefeld.de/record/2960030	Neural computing & applications	Novel transfer learning schemes based on Siamese networks and synthetic data.	The source code is available at https://github.com/dstallmann/transfer_learning_twinvae, works cross-platform, is open-source and free (MIT licensed) software.
36568361	10.3389/fgene.2022.1024577	2022-12-26	https://ruiz-hci-lab.github.io/ggMOB/	Frontiers in genetics	ggMOB: Elucidation of genomic conjugative features and associated cargo genes across bacterial genera using genus-genus mobilization networks.	ggMOB is publicly available under the GNU licence at https://ruiz-hci-lab.github.io/ggMOB/.
36567619	10.1093/bib/bbac493	2022-12-26	https://github.com/HwaTong/Chemical-SA-BiLSTM	Briefings in bioinformatics	Grain protein function prediction based on self-attention mechanism and bidirectional LSTM.	The source code of our method is available at https://github.com/HwaTong/Chemical-SA-BiLSTM.
36567255	10.1093/bib/bbac555	2022-12-25	https://github.com/TencentAILabHealthcare/VDJMiner, https://gene.ai.tencent.com/VDJMiner/	Briefings in bioinformatics	Interpretable artificial intelligence model for accurate identification of medical conditions using immune repertoire.	The source code of VDJMiner is publicly accessible at https://github.com/TencentAILabHealthcare/VDJMiner. The web server of VDJMiner is available at https://gene.ai.tencent.com/VDJMiner/.
36566526	10.1016/j.media.2022.102726	2022-12-25	https://github.com/shengfly/ProtoSeg	Medical image analysis	Segmentation ability map: Interpret deep features for medical image segmentation.	Our code is available on: https://github.com/shengfly/ProtoSeg.
36565485	10.1016/j.compbiomed.2022.106426	2022-12-24	https://github.com/Rehman1995/RAAGR2-Net	Computers in biology and medicine	RAAGR2-Net: A brain tumor segmentation network using parallel processing of multiple spatial frames.	The code for this work is made available online at: https://github.com/Rehman1995/RAAGR2-Net.
36565481	10.1016/j.compbiomed.2022.106444	2022-12-24	https://github.com/Jiawei217/TC-ViT	Computers in biology and medicine	Classification for thyroid nodule using ViT with contrastive learning in ultrasound images.	The code will be available at https://github.com/Jiawei217/TC-ViT.
36565359	10.1007/s11517-022-02725-7	2022-12-24	https://github.com/mynameiswode/BIRGU-Ne	Medical & biological engineering & computing	BIRGU Net: deformable brain magnetic resonance image registration using gyral-net map and 3D Res-Unet.	The code is available at https://github.com/mynameiswode/BIRGU-Net .
36565302	10.1002/pro.4551	2022-12-24	https://github.com/harmslab/topiary	Protein science : a publication of the Protein Society	Topiary: pruning the manual labor from ancestral sequence reconstruction.	Topiary is freely available for download: https://github.com/harmslab/topiary. This article is protected by copyright.
36564866	10.1002/pro.4555	2022-12-24	https://github.com/Chenjxjx/drug-target-prediction	Protein science : a publication of the Protein Society	QuoteTarget: A sequence-based transformer protein language model to identify potentially druggable protein targets.	The entire model is available at https://github.com/Chenjxjx/drug-target-prediction. This article is protected by copyright.
36563828	10.1016/j.jbi.2022.104272	2022-12-23	https://bioinformatics-ua.github.io/BioKBQA/	Journal of biomedical informatics	Querying semantic catalogues of biomedical databases.	The source code is publicly available at https://bioinformatics-ua.github.io/BioKBQA/.
36563648	10.1016/j.cmpb.2022.107297	2022-12-23		Computer methods and programs in biomedicine	Luminosity rectified blind Richardson-Lucy deconvolution for single retinal image restoration.	
36562567	10.1093/bioinformatics/btac829	2022-12-23	https://github.com/BorgwardtLab/simbsig	Bioinformatics (Oxford, England)	SIMBSIG: Similarity search and clustering for biobank-scale data.	SIMBSIG is freely available from PyPI and its source code and documentation can be found on GitHub (https://github.com/BorgwardtLab/simbsig) under a BSD-3 license.
