PMID	PubDate	DOI	Journal	Title	Abstract	GitHub_link_raw	GitHub_link_clean	GitHub_owner	GitHub_repo	Repo_created_at	Repo_updated_at	Fork	In_SoftWH	Archived	Record_date	Min_date	Issue	Correct_link
24876377	2014-05-29	10.1093/bioinformatics/btu363	Bioinformatics (Oxford, England)	PatternCNV: a versatile tool for detecting copy number changes from exome sequencing data.	[OrderedDict([('@Label', 'MOTIVATION'), ('@NlmCategory', 'BACKGROUND'), ('#text', 'Exome sequencing (exome-seq) data, which are typically used for calling exonic mutations, have also been utilized in detecting DNA copy number variations (CNVs). Despite the existence of several CNV detection tools, there is still a great need for a sensitive and an accurate CNV-calling algorithm with built-in QC steps, and does not require a paired reference for each sample.')]), OrderedDict([('@Label', 'RESULTS'), ('@NlmCategory', 'RESULTS'), ('#text', 'We developed a novel method named PatternCNV, which (i) accounts for the read coverage variations between exons while leveraging the consistencies of this variability across different samples; (ii) reduces alignment BAM files to WIG format and therefore greatly accelerates computation; (iii) incorporates multiple QC measures designed to identify outlier samples and batch effects; and (iv) provides a variety of visualization options including chromosome, gene and exon-level views of CNVs, along with a tabular summarization of the exon-level CNVs. Compared with other CNV-calling algorithms using data from a lymphoma exome-seq study, PatternCNV has higher sensitivity and specificity.')]), OrderedDict([('@Label', 'AVAILABILITY AND IMPLEMENTATION'), ('@NlmCategory', 'METHODS'), ('#text', 'The software for PatternCNV is implemented using Perl and R, and can be used in Mac or Linux environments. Software and user manual are available at http://bioinformaticstools.mayo.edu/research/patterncnv/, and R package at https://github.com/topsoil/patternCNV/.')])]	github.com/topsoil/patternCNV/.	https://github.com/topsoil/patternCNV/	topsoil	patternCNV			0.0	1.0	2019-07-27	2014-05-31	2014-05-29	repo deleted	
35496629	2020-03-23	10.1039/c9ra11043g	RSC advances	Heterogeneous graph inference based on similarity network fusion for predicting lncRNA-miRNA interaction.	LncRNA and miRNA are two non-coding RNA types that are popular in current research. LncRNA interacts with miRNA to regulate gene transcription, further affecting human health and disease. Accurate identification of lncRNA-miRNA interactions contributes to the in-depth study of the biological functions and mechanisms of non-coding RNA. However, relying on biological experiments to obtain interaction information is time-consuming and expensive. Considering the rapid accumulation of gene information and the few computational methods, it is urgent to supplement the effective computational models to predict lncRNA-miRNA interactions. In this work, we propose a heterogeneous graph inference method based on similarity network fusion (SNFHGILMI) to predict potential lncRNA-miRNA interactions. First, we calculated multiple similarity data, including lncRNA sequence similarity, miRNA sequence similarity, lncRNA Gaussian nuclear similarity, and miRNA Gaussian nuclear similarity. Second, the similarity network fusion method was employed to integrate the data and get the similarity network of lncRNA and miRNA. Then, we constructed a bipartite network by combining the known interaction network and similarity network of lncRNA and miRNA. Finally, the heterogeneous graph inference method was introduced to construct a prediction model. On the real dataset, the model SNFHGILMI achieved AUC of 0.9501 and 0.9426 ± 0.0035 based on LOOCV and 5-fold cross validation, respectively. Furthermore, case studies also demonstrate that SNFHGILMI is a high-performance prediction method that can accurately predict new lncRNA-miRNA interactions. The Matlab code and readme file of SNFHGILMI can be downloaded from https://github.com/cj-DaSE/SNFHGILMI.	github.com/cj-DaSE/SNFHGILMI.	https://github.com/cj-DaSE/SNFHGILMI/	cj-DaSE	SNFHGILMI			0.0	1.0	2020-11-27	2020-03-23	2020-03-23	renamed	https://github.com/cj-DaSE/SNFHGILMI-master/
29352257	2018-01-19	10.1038/s41598-018-19635-0	Scientific reports	Robust phenotype prediction from gene expression data using differential shrinkage of co-regulated genes.	Discovery of robust diagnostic or prognostic biomarkers is a key to optimizing therapeutic benefit for select patient cohorts - an idea commonly referred to as precision medicine. Most discovery studies to derive such markers from high-dimensional transcriptomics datasets are weakly powered with sample sizes in the tens of patients. Therefore, highly regularized statistical approaches are essential to making generalizable predictions. At the same time, prior knowledge-driven approaches have been successfully applied to the manual interpretation of high-dimensional transcriptomics datasets. In this work, we assess the impact of combining two orthogonal approaches for the discovery of biomarker signatures, namely (1) well-known lasso-based regression approaches and its more recent derivative, the group lasso, and (2) the discovery of significant upstream regulators in literature-derived biological networks. Our method integrates both approaches in a weighted group-lasso model and differentially weights gene sets based on inferred active regulatory mechanism. Using nested cross-validation as well as independent clinical datasets, we demonstrate that our approach leads to increased accuracy and generalizable results. We implement our approach in a computationally efficient, user-friendly R package called creNET. The package can be downloaded at https://github.com/kouroshz/creNethttps://github.com/kouroshz/creNet and is accompanied by a parsed version of the STRING DB data base.	github.com/kouroshz/creNethttps	https://github.com/kouroshz/creNethttps/	kouroshz	creNethttps			0.0	0.0		2018-01-21	2018-01-19	wrong link	https://github.com/kouroshz/creNet/
32764847	2019-12-03	10.1007/s00180-019-00937-4	Computational statistics	Efficient inference in state-space models through adaptive learning in online Monte Carlo expectation maximization.	"Expectation maximization (EM) is a technique for estimating maximum-likelihood parameters of a latent variable model given observed data by alternating between taking expectations of sufficient statistics, and maximizing the expected log likelihood. For situations where sufficient statistics are intractable, stochastic approximation EM (SAEM) is often used, which uses Monte Carlo techniques to approximate the expected log likelihood. Two common implementations of SAEM, Batch EM (BEM) and online EM (OEM), are parameterized by a ""learning rate"", and their efficiency depend strongly on this parameter. We propose an extension to the OEM algorithm, termed Introspective Online Expectation Maximization (IOEM), which removes the need for specifying this parameter by adapting the learning rate to trends in the parameter updates. We show that our algorithm matches the efficiency of the optimal BEM and OEM algorithms in multiple models, and that the efficiency of IOEM can exceed that of BEM/OEM methods with optimal learning rates when the model has many parameters. Finally we use IOEM to fit two models to a financial time series. A Python implementation is available at https://github.com/luntergroup/IOEM.git."	github.com/luntergroup/IOEM.git.	https://github.com/luntergroup/IOEM/	luntergroup	IOEM			0.0	1.0	2021-06-02	2020-08-09	2019-12-03	repo deleted	
34550884	2021-09-27	10.1109/TIP.2021.3113114	IEEE transactions on image processing : a publication of the IEEE Signal Processing Society	Action Anticipation Using Pairwise Human-Object Interactions and Transformers.	The ability to anticipate future actions of humans is useful in application areas such as automated driving, robot-assisted manufacturing, and smart homes. These applications require representing and anticipating human actions involving the use of objects. Existing methods that use human-object interactions for anticipation require object affordance labels for every relevant object in the scene that match the ongoing action. Hence, we propose to represent every pairwise human-object (HO) interaction using only their visual features. Next, we use cross-correlation to capture the second-order statistics across human-object pairs in a frame. Cross-correlation produces a holistic representation of the frame that can also handle a variable number of human-object pairs in every frame of the observation period. We show that cross-correlation based frame representation is more suited for action anticipation than attention-based and other second-order approaches. Furthermore, we observe that using a transformer model for temporal aggregation of frame-wise HO representations results in better action anticipation than other temporal networks. So, we propose two approaches for constructing an end-to-end trainable multi-modal transformer (MM-Transformer; code at https://github.com/debadityaroy/MM-Transformer_ActAnt) model that combines the evidence across spatio-temporal, motion, and HO representations. We show the performance of MM-Transformer on procedural datasets like 50 Salads and Breakfast, and an unscripted dataset like EPIC-KITCHENS55. Finally, we demonstrate that the combination of human-object representation and MM-Transformers is effective even for long-term anticipation.	github.com/debadityaroy/MM-Transformer_ActAnt	https://github.com/debadityaroy/MM-Transformer_ActAnt/	debadityaroy	MM-Transformer_ActAnt			0.0	0.0		2021-09-23	2021-09-23	repo deleted	
35035263	2022-01-08	10.1007/s11042-021-11601-9	Multimedia tools and applications	COVID-19 and cyberbullying: deep ensemble model to identify cyberbullying from code-switched languages during the pandemic.	It has been declared by the World Health Organization (WHO) the novel coronavirus a global pandemic due to an exponential spread in COVID-19 in the past months reaching over 100 million cases and resulting in approximately 3 million deaths worldwide. Amid this pandemic, identification of cyberbullying has become a more evolving area of research over posts or comments in social media platforms. In multilingual societies like India, code-switched texts comprise the majority of the Internet. Identifying the online bullying of the code-switched user is bit challenging than monolingual cases. As a first step towards enabling the development of approaches for cyberbullying detection, we developed a new code-switched dataset, collected from Twitter utterances annotated with binary labels. To demonstrate the utility of the proposed dataset, we build different machine learning (Support Vector Machine & Logistic Regression) and deep learning (Multilayer Perceptron, Convolution Neural Network, BiLSTM, BERT) algorithms to detect cyberbullying of English-Hindi (En-Hi) code-switched text. Our proposed model integrates different hand-crafted features and is enriched by sequential and semantic patterns generated by different state-of-the-art deep neural network models. Initial experimental results of the proposed deep ensemble model on our code-switched data reveal that our approach yields state-of-the-art results, i.e., 0.93 in terms of macro-averaged F1 score. The dataset and codes of the present study will be made publicly available on the paper's companion repository [https://github.com/95sayanta/COVID-19-and-Cyberbullying].	github.com/95sayanta/COVID-19-and-Cyberbullying].	https://github.com/95sayanta/COVID-19-and-Cyberbullying/	95sayanta	COVID-19-and-Cyberbullying			0.0	0.0		2022-01-18	2022-01-08	repo deleted	
27884106	2016-11-25	10.1186/s12859-016-1355-4	BMC bioinformatics	SPECtre: a spectral coherence--based classifier of actively translated transcripts from ribosome profiling sequence data.	[OrderedDict([('@Label', 'BACKGROUND'), ('@NlmCategory', 'BACKGROUND'), ('#text', 'Active protein translation can be assessed and measured using ribosome profiling sequencing strategies. Prevailing analytical approaches applied to this technology make use of sequence fragment length profiling or reading frame occupancy enrichment to differentiate between active translation and background noise, however they do not consider additional characteristics inherent to the technology which limits their overall accuracy.')]), OrderedDict([('@Label', 'RESULTS'), ('@NlmCategory', 'RESULTS'), ('#text', 'Here, we present an analytical tool that models the overall tri-nucleotide periodicity of ribosomal occupancy using a classifier based on spectral coherence. Our software, SPECtre, examines the relationship of normalized ribosome profiling read coverage over a rolling series of windows along a transcript relative to an idealized reference signal without the matched requirement of mRNA-Seq.')]), OrderedDict([('@Label', 'CONCLUSIONS'), ('@NlmCategory', 'CONCLUSIONS'), ('#text', 'A comparison of SPECtre against previously published methods on existing data shows a marked improvement in accuracy for detecting active translation and exhibits overall high accuracy at a low false discovery rate. In addition, SPECtre performs comparably to a recently published method similarly based on spectral coherence, however with reduced runtime and memory requirements. SPECtre is available as an open source software package at https://github.com/mills-lab/spectreok .')])]	github.com/mills-lab/spectreok	https://github.com/mills-lab/spectreok/	mills-lab	spectreok			0.0	0.0		2016-11-26	2016-11-25	repo deleted	
34178986	2021-06-11	10.3389/fcell.2021.659941	Frontiers in cell and developmental biology	Automatic Artery/Vein Classification Using a Vessel-Constraint Network for Multicenter Fundus Images.	Retinal blood vessel morphological abnormalities are generally associated with cardiovascular, cerebrovascular, and systemic diseases, automatic artery/vein (A/V) classification is particularly important for medical image analysis and clinical decision making. However, the current method still has some limitations in A/V classification, especially the blood vessel edge and end error problems caused by the single scale and the blurred boundary of the A/V. To alleviate these problems, in this work, we propose a vessel-constraint network (VC-Net) that utilizes the information of vessel distribution and edge to enhance A/V classification, which is a high-precision A/V classification model based on data fusion. Particularly, the VC-Net introduces a vessel-constraint (VC) module that combines local and global vessel information to generate a weight map to constrain the A/V features, which suppresses the background-prone features and enhances the edge and end features of blood vessels. In addition, the VC-Net employs a multiscale feature (MSF) module to extract blood vessel information with different scales to improve the feature extraction capability and robustness of the model. And the VC-Net can get vessel segmentation results simultaneously. The proposed method is tested on publicly available fundus image datasets with different scales, namely, DRIVE, LES, and HRF, and validated on two newly created multicenter datasets: Tongren and Kailuan. We achieve a balance accuracy of 0.9554 and F1 scores of 0.7616 and 0.7971 for the arteries and veins, respectively, on the DRIVE dataset. The experimental results prove that the proposed model achieves competitive performance in A/V classification and vessel segmentation tasks compared with state-of-the-art methods. Finally, we test the Kailuan dataset with other trained fusion datasets, the results also show good robustness. To promote research in this area, the Tongren dataset and source code will be made publicly available. The dataset and code will be made available at https://github.com/huawang123/VC-Net.	github.com/huawang123/VC-Net.	https://github.com/huawang123/VC-Net/	huawang123	VC-Net			0.0	0.0		2021-06-29	2021-06-11	repo deleted	
24470571	2014-01-27	10.1093/bioinformatics/btu050	Bioinformatics (Oxford, England)	Bio Simulators: a web UI for biological simulation.	[OrderedDict([('@Label', 'SUMMARY'), ('@NlmCategory', 'CONCLUSIONS'), ('#text', 'A host of formal, textual languages for modeling cellular processes have recently emerged, but their simulation tools often require an installation process which can pose a barrier for use. Bio Simulators is a framework for easy online deployment of simulators, providing a uniform web-based user interface to a diverse pool of tools. The framework is demonstrated through two plugins based on the KaSim Kappa simulator, one running directly in the browser and another running in the cloud.')]), OrderedDict([('@Label', 'AVAILABILITY'), ('@NlmCategory', 'BACKGROUND'), ('#text', 'Web tool: bsims.azurewebsites.net. KaSim client side simulator: github.com/NicolasOury/KaSimJS. KaSim cloud simulator: github.com/mdpedersen/KaSimCloud.')]), OrderedDict([('@Label', 'CONTACT'), ('@NlmCategory', 'BACKGROUND'), ('#text', 'michael.d.pedersen@gmail.com or Andrew.Phillips@microsoft.com')]), OrderedDict([('@Label', 'SUPPLEMENTARY INFORMATION'), ('@NlmCategory', 'BACKGROUND'), ('#text', 'Supplementary data are available at Bioinformatics online.')])]	github.com/NicolasOury/KaSimJS.	https://github.com/NicolasOury/KaSimJS/	NicolasOury	KaSimJS			0.0	1.0	2021-05-17	2014-01-29	2014-01-27	repo deleted	
34999162	2022-01-07	10.1016/j.mri.2022.01.004	Magnetic resonance imaging	Generalizing deep learning brain segmentation for skull removal and intracranial measurements.	Total intracranial volume (TICV) and posterior fossa volume (PFV) are essential covariates for brain volumetric analyses with structural magnetic resonance imaging (MRI). Detailed whole brain segmentation provides a non-invasive way to measure brain regions. Furthermore, increasing neuroimaging data are distributed in a skull-stripped manner for privacy protection. Therefore, generalizing deep learning brain segmentation for skull removal and intracranial measurements is an appealing task. However, data availability is challenging due to a limited set of manually traced atlases with whole brain and TICV/PFV labels. In this paper, we employ U-Net tiles to achieve automatic TICV estimation and whole brain segmentation simultaneously on brains w/and w/o the skull. To overcome the scarcity of manually traced whole brain volumes, a transfer learning method is introduced to estimate additional TICV and PFV labels during whole brain segmentation in T1-weighted MRI. Specifically, U-Net tiles are first pre-trained using large-scale BrainCOLOR atlases without TICV and PFV labels, which are created by multi-atlas segmentation. Then the pre-trained models are refined by training the additional TICV and PFV labels using limited BrainCOLOR atlases. We also extend our method to handle skull-stripped brain MR images. From the results, our method provides promising whole brain segmentation and volume estimation results for both brains w/and w/o skull in terms of mean Dice similarity coefficients and mean surface distance and absolute volume similarity. This method has been made available in open source (https://github.com/MASILab/SLANTbrainSeg_skullstripped).	github.com/MASILab/SLANTbrainSeg_skullstripped	https://github.com/MASILab/SLANTbrainSeg_skullstripped/	MASILab	SLANTbrainSeg_skullstripped			0.0	0.0		2022-01-10	2022-01-07	renamed	https://github.com/MASILab/SLANTbrainSeg/
31350559	2020-01-15	10.1093/bioinformatics/btz585	Bioinformatics (Oxford, England)	THETA: a new genotypic approach for predicting HIV-1 CRF02-AG coreceptor usage.	[OrderedDict([('@Label', 'MOTIVATION'), ('#text', 'The circulating recombinant form of HIV-1 CRF02-AG is the most frequent non-B subtype in Europe. Anti-HIV therapy and pathophysiological studies on the impact of HIV-1 tropism require genotypic determination of HIV-1 tropism for non-B subtypes. But genotypic approaches based on analysis of the V3 envelope region perform poorly when used to determine the tropism of CRF02-AG. We, therefore, designed an algorithm based on information from the gp120 and gp41 ectodomain that better predicts the tropism of HIV-1 subtype CRF02-AG.')]), OrderedDict([('@Label', 'RESULTS'), ('#text', 'We used a bio-statistical method to identify the genotypic determinants of CRF02-AG coreceptor use. Toulouse HIV Extended Tropism Algorithm (THETA), based on a Least Absolute Shrinkage and Selection Operator method, uses HIV envelope sequence from phenotypically characterized clones. Prediction of R5X4/X4 viruses was 86% sensitive and that of R5 viruses was 89% specific with our model. The overall accuracy of THETA was 88%, making it sufficiently reliable for predicting the tropism of subtype CRF02-AG sequences.')]), OrderedDict([('@Label', 'AVAILABILITY AND IMPLEMENTATION'), ('#text', 'Binaries are freely available for download at https://github.com/viro-tls/THETA. It was implemented in Matlab and supported on MS Windows platform. The sequence data used in this work are available from GenBank under the accession numbers MK618182-MK618417.')])]	github.com/viro-tls/THETA.	https://github.com/viro-tls/THETA/	viro-tls	THETA			0.0	1.0	2020-06-12	2019-07-28	2019-07-28	repo deleted	
35030497	2022-01-07	10.1016/j.compbiomed.2022.105216	Computers in biology and medicine	DFpin: Deep learning-based protein-binding site prediction with feature-based non-redundancy from RNA level.	The interaction between proteins and RNA is closely related to various human diseases. Computer-aided drug design can be facilitated by detecting the RNA sites that bind proteins. However, due to the aggregation of binding sites in RNA sequences, high sample similarity occurs when extracting RNA fragments by using a sliding window. Considering these problems, we present a method, DFpin, to predict protein-interacting nucleotides in RNA. To retain more key nucleotide sites, we used the redundancy method based on feature similarity, that is, feature redundancy is removed based on the RNA mono-nucleotide composition to maintain the diversity of RNA samples and avoid the residue of redundant data. In addition, to extract key abstract features and avoid over-ﬁtting, we used the cascade structure of a deep forest model to predict protein-interacting nucleotides. Overall, DFpin demonstrated excellent classiﬁcation with 85.4% accuracy and 93.3% area under the curve. Compared with other methods, the accuracy of DFpin was better, suggesting that feature-based redundancy removal and deep forest can help predict nucleotides of protein interactions. The source code and all dataset are available at: https://github.com/zhaoxj-tech/DFpin.git.	github.com/zhaoxj-tech/DFpin.git.	https://github.com/zhaoxj-tech/DFpin/	zhaoxj-tech	DFpin			0.0	0.0		2022-01-15	2022-01-07	repo deleted	
33999820	2021-05-20	10.1109/TIP.2021.3078079	IEEE transactions on image processing : a publication of the IEEE Signal Processing Society	Adaptive Linear Span Network for Object Skeleton Detection.	Conventional networks for object skeleton detection are usually hand-crafted. Despite the effectiveness, hand-crafted network architectures lack the theoretical basis and require intensive prior knowledge to implement representation complementarity for objects/parts in different granularity. In this paper, we propose an adaptive linear span network (AdaLSN), driven by neural architecture search (NAS), to automatically configure and integrate scale-aware features for object skeleton detection. AdaLSN is formulated with the theory of linear span, which provides one of the earliest explanations for multi-scale deep feature fusion. AdaLSN is materialized by defining a mixed unit-pyramid search space, which goes beyond many existing search spaces using unit-level or pyramid-level features. Within the mixed space, we apply genetic architecture search to jointly optimize unit-level operations and pyramid-level connections for adaptive feature space expansion. AdaLSN substantiates its versatility by achieving significantly higher accuracy and latency trade-off compared with the state-of-the-arts. It also demonstrates general applicability to image-to-mask tasks such as edge detection and road extraction. Code is available at https://github.com/sunsmarterjie/SDL-Skeletongithub.com/sunsmarterjie/SDL-Skeleton.	github.com/sunsmarterjie/SDL-Skeletongithub.com/sunsmarterjie/SDL-Skeleton.	https://github.com/sunsmarterjie/SDL-Skeletongithub.com/sunsmarterjie/SDL-Skeleton/	sunsmarterjie	SDL-Skeletongithub.com			0.0	0.0		2021-05-18	2021-05-18	wrong link	https://github.com/sunsmarterjie/SDL-Skeleton/
28130232	2017-06-01	10.1093/bioinformatics/btx038	Bioinformatics (Oxford, England)	ANAQUIN: a software toolkit for the analysis of spike-in controls for next generation sequencing.	"[OrderedDict([('@Label', 'SUMMARY'), ('@NlmCategory', 'CONCLUSIONS'), ('#text', ""Spike-in controls are synthetic nucleic-acid sequences that are added to a user's sample and constitute internal standards for subsequent steps in the next generation sequencing workflow."")]), OrderedDict([('@Label', 'AVAILABILITY AND IMPLEMENTATION'), ('@NlmCategory', 'METHODS'), ('#text', ': The software is implemented in C\u2009++/R and is freely available under BSD license. The source code is available from github.com/student-t/Anaquin , binaries and user manual from www.sequin.xyz/software and R package from bioconductor.org/packages/Anaquin.')]), OrderedDict([('@Label', 'CONTACT'), ('@NlmCategory', 'BACKGROUND'), ('#text', 'anaquin@garvan.org.au or t.mercer@garvan.org.au.')]), OrderedDict([('@Label', 'SUPPLEMENTARY INFORMATION'), ('@NlmCategory', 'BACKGROUND'), ('#text', 'Supplementary data are available at Bioinformatics online.')])]"	github.com/student-t/Anaquin	https://github.com/student-t/Anaquin/	student-t	Anaquin			0.0	1.0	2018-02-16	2017-01-29	2017-01-29	repo deleted	
34061735	2022-08-04	10.1109/TPAMI.2021.3085525	IEEE transactions on pattern analysis and machine intelligence	Learning by Distillation: A Self-Supervised Learning Framework for Optical Flow Estimation.	We present DistillFlow, a knowledge distillation approach to learning optical flow. DistillFlow trains multiple teacher models and a student model, where challenging transformations are applied to the input of the student model to generate hallucinated occlusions as well as less confident predictions. Then, a self-supervised learning framework is constructed: confident predictions from teacher models are served as annotations to guide the student model to learn optical flow for those less confident predictions. The self-supervised learning framework enables us to effectively learn optical flow from unlabeled data, not only for non-occluded pixels, but also for occluded pixels. DistillFlow achieves state-of-the-art unsupervised learning performance on both KITTI and Sintel datasets. Our self-supervised pre-trained model also provides an excellent initialization for supervised fine-tuning, suggesting an alternate training paradigm in contrast to current supervised learning methods that highly rely on pre-training on synthetic data. At the time of writing, our fine-tuned models ranked 1st among all monocular methods on the KITTI 2015 benchmark, and outperform all published methods on the Sintel Final benchmark. More importantly, we demonstrate the generalization capability of DistillFlow in three aspects: framework generalization, correspondence generalization and cross-dataset generalization. Our code and models will be available on https://github.com/ppliuboy/DistillFlow.	github.com/ppliuboy/DistillFlow.	https://github.com/ppliuboy/DistillFlow/	ppliuboy	DistillFlow			0.0	0.0		2021-06-02	2021-06-02	repo deleted	
26995218	2016-01-06	10.1111/jbg.12200	Journal of animal breeding and genetics = Zeitschrift fur Tierzuchtung und Zuchtungsbiologie	A combined coalescence gene-dropping tool for evaluating genomic selection in complex scenarios (ms2gs).	We present ms2gs, a combined coalescence - gene dropping (i.e. backward-forward) simulator for complex traits. It therefore aims at combining the advantages of both approaches. It is primarily conceived for very short term, recent scenarios such as those that are of interest in animal and plant breeding. It is very flexible in terms of defining QTL architecture and SNP ascertainment bias, and it allows for easy modelling of alternative markers such as RADs. It can use real sequence or chip data or generate molecular polymorphisms via the coalescence. It can generate QTL conditional on extant molecular information, such as low-density genotyping. It models (simplistically) sequence, imputation or genotyping errors. It requires as input both genotypic data in plink or ms formats, and a pedigree that is used to perform the gene dropping. By default, it compares accuracy for BLUP, SNP ascertained data, sequence, and causal SNPs. It employs VanRaden's linear (GBLUP) and nonlinear method for incorporating molecular information. To illustrate the program, we present a small application in a half-sib population and a multiparental (MAGIC) cross. The program, manual and examples are available at https://github.com/mperezenciso/ms2gs.	github.com/mperezenciso/ms2gs.	https://github.com/mperezenciso/ms2gs/	mperezenciso	ms2gs			0.0	1.0	2018-01-10	2016-03-21	2016-01-06	repo deleted	
32725163	2021-05-20	10.1093/bib/bbaa146	Briefings in bioinformatics	Predicting human microbe-disease associations via graph attention networks with inductive matrix completion.	[OrderedDict([('@Label', 'MOTIVATION'), ('#text', 'human microbes play a critical role in an extensive range of complex human diseases and become a new target in precision medicine. In silico methods of identifying microbe-disease associations not only can provide a deep insight into understanding the pathogenic mechanism of complex human diseases but also assist pharmacologists to screen candidate targets for drug development. However, the majority of existing approaches are based on linear models or label propagation, which suffers from limitations in capturing nonlinear associations between microbes and diseases. Besides, it is still a great challenge for most previous methods to make predictions for new diseases (or new microbes) with few or without any observed associations.')]), OrderedDict([('@Label', 'RESULTS'), ('#text', 'in this work, we construct features for microbes and diseases by fully exploiting multiply sources of biomedical data, and then propose a novel deep learning framework of graph attention networks with inductive matrix completion for human microbe-disease association prediction, named GATMDA. To our knowledge, this is the first attempt to leverage graph attention networks for this important task. In particular, we develop an optimized graph attention network with talking-heads to learn representations for nodes (i.e. microbes and diseases). To focus on more important neighbours and filter out noises, we further design a bi-interaction aggregator to enforce representation aggregation of similar neighbours. In addition, we combine inductive matrix completion to reconstruct microbe-disease associations to capture the complicated associations between diseases and microbes. Comprehensive experiments on two data sets (i.e. HMDAD and Disbiome) demonstrated that our proposed model consistently outperformed baseline methods. Case studies on two diseases, i.e. asthma and inflammatory bowel disease, further confirmed the effectiveness of our proposed model of GATMDA.')]), OrderedDict([('@Label', 'AVAILABILITY'), ('#text', 'python codes and data set are available at: https://github.com/yahuilong/GATMDA.')]), OrderedDict([('@Label', 'CONTACT'), ('#text', 'luojiawei@hnu.edu.cn.')])]	github.com/yahuilong/GATMDA.	https://github.com/yahuilong/GATMDA/	yahuilong	GATMDA			0.0	1.0	2022-07-17	2020-07-30	2020-07-30	repo deleted	
31714232	2021-08-06	10.1109/TCBB.2019.2951557	IEEE/ACM transactions on computational biology and bioinformatics	Inferring Synergistic Drug Combinations Based on Symmetric Meta-Path in a Novel Heterogeneous Network.	Combinatorial drug therapy is a promising way for treating cancers, which can reduce drug side effects and improve drug efficacy. However, due to the large-scale combinatorial space, it is difficult to quickly and effectively identify novel synergistic drug combinations for further implementing combinatorial drug therapy. The computational method of fusing multi-source knowledge is a time- and cost-efficient strategy to infer synergistic drug combinations for testing. However, for the existing computational methods of inferring synergistic drug combinations, it still remains a challenging to effectively combine multi-source information to achieve the desired results. Hence, in this study, we developed a novel Inference method of Synergistic Drug Combinations based on Symmetric Meta-Path (ISDCSMP), which can systematically and accurately prioritize synergistic drug combinations in a novel drug-target heterogeneous network integrating multi-source information. In the experiment, ISDCSMP outperformed the state-of-the-art methods in terms of AUC and precision on the benchmark dataset in five-fold cross validation. Moreover, we further illustrated performances of different ways for obtaining the combination coefficients, and analyzed the influences of the maximum meta-path length. The performances of various single meta-paths were described in five-fold cross validation. Finally, we confirmed the practical usefulness of ISDCSMP with the predicted novel synergistic drug combinations. The source code of ISDCSMP is available at https://github.com/KDDing/ISDCSMP.	github.com/KDDing/ISDCSMP.	https://github.com/KDDing/ISDCSMP/	KDDing	ISDCSMP			0.0	1.0	2020-05-07	2019-11-13	2019-11-13	repo deleted	
34430072	2021-08-04	10.7717/peerj.11581	PeerJ	iSUMOK-PseAAC: prediction of lysine sumoylation sites using statistical moments and Chou's PseAAC.	Sumoylation is the post-translational modification that is involved in the adaption of the cells and the functional properties of a large number of proteins. Sumoylation has key importance in subcellular concentration, transcriptional synchronization, chromatin remodeling, response to stress, and regulation of mitosis. Sumoylation is associated with developmental defects in many human diseases such as cancer, Huntington's, Alzheimer's, Parkinson's, Spin cerebellar ataxia 1, and amyotrophic lateral sclerosis. The covalent bonding of Sumoylation is essential to inheriting part of the operative characteristics of some other proteins. For that reason, the prediction of the Sumoylation site has significance in the scientific community. A novel and efficient technique is proposed to predict the Sumoylation sites in proteins by incorporating Chou's Pseudo Amino Acid Composition (PseAAC) with statistical moments-based features. The outcomes from the proposed system using 10 fold cross-validation testing are 94.51%, 94.24%, 94.79% and 0.8903% accuracy, sensitivity, specificity and MCC, respectively. The performance of the proposed system is so far the best in comparison to the other state-of-the-art methods. The codes for the current study are available on the GitHub repository using the link: https://github.com/csbioinfopk/iSumoK-PseAAC.	github.com/csbioinfopk/iSumoK-PseAAC.	https://github.com/csbioinfopk/iSumoK-PseAAC/	csbioinfopk	iSumoK-PseAAC			0.0	1.0	2023-05-17	2021-08-26	2021-08-04	repo deleted	
