PMID	PubDate	DOI	Journal	Title	Abstract	GitHub_link_raw	GitHub_link_clean	GitHub_owner	GitHub_repo	Repo_created_at	Repo_updated_at	Fork	In_SoftWH	Archived	Issue	Correct_link
32750860	02/17/2022	10.1109/TCBB.2020.3000661	IEEE/ACM transactions on computational biology and bioinformatics	GenSeg and MR-GenSeg: A Novel Segmentation Algorithm and its Parallel MapReduce Based Approach for Identifying Genomic Regions With Copy Number Variations.	"Identifying intragenic as well as intergenic sequences of the DNA, having structural alterations, is a significantly important research area, since this may be the root cause of many neurological and autoimmune diseases, including cancer. Working with whole genome NGS data has provided a new insight in this regard, but has lead to huge explosion of data that is growing exponentially. Hence, the challenges lie in efficient means of storage and processing this big data. In this study, we have developed a novel segmentation algorithm, called GenSeg, and its parallel MapReduce based algorithm, called MR-GenSeg, for detecting copy number variations. In order to annotate CNVs (variants), segments formed by GenSeg/MR-GenSeg have been represented in a novel way using a binary tree, where each node is a CNV event. GenSeg considers each position specific data of whole genome DNA sequence, so that precise identification of breakpoints is possible. GenSeg/MR-GenSeg has been compared with twelve popular CNV detection algorithms, where it has outperformed the others in terms of sensitivity, and has achieved a good F-score value. MR-GenSeg has excelled in terms of SpeedUp, when compared with these algorithms. The effect of CNVs on immunoglobulin (IG) genes has also been analysed in this study. Availability: The source codes are available at https://github.com/rituparna-sinha/MapReduce-GENSEG."	github.com/rituparna-sinha/MapReduce-GENSEG.	https://github.com/rituparna-sinha/MapReduce-GENSEG/	rituparna-sinha	MapReduce-GENSEG			0	1	03/24/2020	repo deleted	
34650190	10/28/2021	10.1038/s41598-021-99986-3	Scientific reports	Development and prospective validation of COVID-19 chest X-ray screening model for patients attending emergency departments.	"Chest X-rays (CXRs) are the first-line investigation in patients presenting to emergency departments (EDs) with dyspnoea and are a valuable adjunct to clinical management of COVID-19 associated lung disease. Artificial intelligence (AI) has the potential to facilitate rapid triage of CXRs for further patient testing and/or isolation. In this work we develop an AI algorithm, CovIx, to differentiate normal, abnormal, non-COVID-19 pneumonia, and COVID-19 CXRs using a multicentre cohort of 293,143 CXRs. The algorithm is prospectively validated in 3289 CXRs acquired from patients presenting to ED with symptoms of COVID-19 across four sites in NHS Greater Glasgow and Clyde. CovIx achieves area under receiver operating characteristic curve for COVID-19 of 0.86, with sensitivity and F1-score up to 0.83 and 0.71 respectively, and performs on-par with four board-certified radiologists. AI-based algorithms can identify CXRs with COVID-19 associated pneumonia, as well as distinguish non-COVID pneumonias in symptomatic patients presenting to ED. Pre-trained models and inference scripts are freely available at https://github.com/beringresearch/bravecx-covid ."	github.com/beringresearch/bravecx-covid	https://github.com/beringresearch/bravecx-covid/	beringresearch	bravecx-covid			0	0		repo deleted	
30601936	06/17/2020	10.1093/bioinformatics/bty1051	"Bioinformatics (Oxford, England)"	DeepPhos: prediction of protein phosphorylation sites with deep learning.	"Phosphorylation is the most studied post-translational modification, which is crucial for multiple biological processes. Recently, many efforts have been taken to develop computational predictors for phosphorylation site prediction, but most of them are based on feature selection and discriminative classification. Thus, it is useful to develop a novel and highly accurate predictor that can unveil intricate patterns automatically for protein phosphorylation sites. In this study we present DeepPhos, a novel deep learning architecture for prediction of protein phosphorylation. Unlike multi-layer convolutional neural networks, DeepPhos consists of densely connected convolutional neuron network blocks which can capture multiple representations of sequences to make final phosphorylation prediction by intra block concatenation layers and inter block concatenation layers. DeepPhos can also be used for kinase-specific prediction varying from group, family, subfamily and individual kinase level. The experimental results demonstrated that DeepPhos outperforms competitive predictors in general and kinase-specific phosphorylation site prediction. The source code of DeepPhos is publicly deposited at https://github.com/USTCHIlab/DeepPhos. Supplementary data are available at Bioinformatics online. "	github.com/USTCHIlab/DeepPhos.	https://github.com/USTCHIlab/DeepPhos/	USTCHIlab	DeepPhos			0	0		owner deleted	
32123556	02/12/2020	10.1016/j.csbj.2020.01.013	Computational and structural biotechnology journal	C-RNNCrispr: Prediction of CRISPR/Cas9 sgRNA activity using convolutional and recurrent neural networks.	"CRISPR/Cas9 is a hot genomic editing tool, but its success is limited by the widely varying target efficiencies among different single guide RNAs (sgRNAs). In this study, we proposed C-RNNCrispr, a hybrid convolutional neural networks (CNNs) and bidirectional gate recurrent unit network (BGRU) framework, to predict CRISPR/Cas9 sgRNA on-target activity. C-RNNCrispr consists of two branches: sgRNA branch and epigenetic branch. The network receives the encoded binary matrix of sgRNA sequence and four epigenetic features as inputs, and produces a regression score. We introduced a transfer learning approach by using small-size datasets to fine-tune C-RNNCrispr model that were pre-trained from benchmark dataset, leading to substantially improved predictive performance. Experiments on commonly used datasets showed C-RNNCrispr outperforms the state-of-the-art methods in terms of prediction accuracy and generalization. Source codes are available at https://github.com/Peppags/C_RNNCrispr."	github.com/Peppags/C_RNNCrispr.	https://github.com/Peppags/C_RNNCrispr/	Peppags	C_RNNCrispr			0	0		wrong link	https://github.com/Peppags/C-RNNCrispr/
27479078	08/22/2017	10.1371/journal.pone.0160334	PloS one	"MetLab: An In Silico Experimental Design, Simulation and Analysis Tool for Viral Metagenomics Studies."	"Metagenomics, the sequence characterization of all genomes within a sample, is widely used as a virus discovery tool as well as a tool to study viral diversity of animals. Metagenomics can be considered to have three main steps; sample collection and preparation, sequencing and finally bioinformatics. Bioinformatic analysis of metagenomic datasets is in itself a complex process, involving few standardized methodologies, thereby hampering comparison of metagenomics studies between research groups. In this publication the new bioinformatics framework MetLab is presented, aimed at providing scientists with an integrated tool for experimental design and analysis of viral metagenomes. MetLab provides support in designing the metagenomics experiment by estimating the sequencing depth needed for the complete coverage of a species. This is achieved by applying a methodology to calculate the probability of coverage using an adaptation of Stevens' theorem. It also provides scientists with several pipelines aimed at simplifying the analysis of viral metagenomes, including; quality control, assembly and taxonomic binning. We also implement a tool for simulating metagenomics datasets from several sequencing platforms. The overall aim is to provide virologists with an easy to use tool for designing, simulating and analyzing viral metagenomes. The results presented here include a benchmark towards other existing software, with emphasis on detection of viruses as well as speed of applications. This is packaged, as comprehensive software, readily available for Linux and OSX users at https://github.com/norling/metlab."	github.com/norling/metlab.	https://github.com/norling/metlab/	norling	metlab			0	1	04/12/2020	repo deleted	
34178986	06/11/2021	10.3389/fcell.2021.659941	Frontiers in cell and developmental biology	Automatic Artery/Vein Classification Using a Vessel-Constraint Network for Multicenter Fundus Images.	"Retinal blood vessel morphological abnormalities are generally associated with cardiovascular, cerebrovascular, and systemic diseases, automatic artery/vein (A/V) classification is particularly important for medical image analysis and clinical decision making. However, the current method still has some limitations in A/V classification, especially the blood vessel edge and end error problems caused by the single scale and the blurred boundary of the A/V. To alleviate these problems, in this work, we propose a vessel-constraint network (VC-Net) that utilizes the information of vessel distribution and edge to enhance A/V classification, which is a high-precision A/V classification model based on data fusion. Particularly, the VC-Net introduces a vessel-constraint (VC) module that combines local and global vessel information to generate a weight map to constrain the A/V features, which suppresses the background-prone features and enhances the edge and end features of blood vessels. In addition, the VC-Net employs a multiscale feature (MSF) module to extract blood vessel information with different scales to improve the feature extraction capability and robustness of the model. And the VC-Net can get vessel segmentation results simultaneously. The proposed method is tested on publicly available fundus image datasets with different scales, namely, DRIVE, LES, and HRF, and validated on two newly created multicenter datasets: Tongren and Kailuan. We achieve a balance accuracy of 0.9554 and F1 scores of 0.7616 and 0.7971 for the arteries and veins, respectively, on the DRIVE dataset. The experimental results prove that the proposed model achieves competitive performance in A/V classification and vessel segmentation tasks compared with state-of-the-art methods. Finally, we test the Kailuan dataset with other trained fusion datasets, the results also show good robustness. To promote research in this area, the Tongren dataset and source code will be made publicly available. The dataset and code will be made available at https://github.com/huawang123/VC-Net."	github.com/huawang123/VC-Net.	https://github.com/huawang123/VC-Net/	huawang123	VC-Net			0	0		repo deleted	
27153653	08/02/2017	10.1093/bioinformatics/btw217	"Bioinformatics (Oxford, England)"	Informed kmer selection for de novo transcriptome assembly.	"De novo transcriptome assembly is an integral part for many RNA-seq workflows. Common applications include sequencing of non-model organisms, cancer or meta transcriptomes. Most de novo transcriptome assemblers use the de Bruijn graph (DBG) as the underlying data structure. The quality of the assemblies produced by such assemblers is highly influenced by the exact word length k As such no single kmer value leads to optimal results. Instead, DBGs over different kmer values are built and the assemblies are merged to improve sensitivity. However, no studies have investigated thoroughly the problem of automatically learning at which kmer value to stop the assembly. Instead a suboptimal selection of kmer values is often used in practice. Here we investigate the contribution of a single kmer value in a multi-kmer based assembly approach. We find that a comparative clustering of related assemblies can be used to estimate the importance of an additional kmer assembly. Using a model fit based algorithm we predict the kmer value at which no further assemblies are necessary. Our approach is tested with different de novo assemblers for datasets with different coverage values and read lengths. Further, we suggest a simple post processing step that significantly improves the quality of multi-kmer assemblies. We provide an automatic method for limiting the number of kmer values without a significant loss in assembly quality but with savings in assembly time. This is a step forward to making multi-kmer methods more reliable and easier to use. A general implementation of our approach can be found under: https://github.com/SchulzLab/KREATIONSupplementary information: Supplementary data are available at Bioinformatics online. mschulz@mmci.uni-saarland.de. "	github.com/SchulzLab/KREATIONSupplementary	https://github.com/SchulzLab/KREATIONSupplementary/	SchulzLab	KREATIONSupplementary			0	0		wrong link	https://github.com/SchulzLab/KREATION/
27708565	09/21/2016	10.3389/fnbeh.2016.00177	Frontiers in behavioral neuroscience	Non-parametric Algorithm to Isolate Chunks in Response Sequences.	"Chunking consists in grouping items of a sequence into small clusters, named chunks, with the assumed goal of lessening working memory load. Despite extensive research, the current methods used to detect chunks, and to identify different chunking strategies, remain discordant and difficult to implement. Here, we propose a simple and reliable method to identify chunks in a sequence and to determine their stability across blocks. This algorithm is based on a ranking method and its major novelty is that it provides concomitantly both the features of individual chunk in a given sequence, and an overall index that quantifies the chunking pattern consistency across sequences. The analysis of simulated data confirmed the validity of our method in different conditions of noise, chunk lengths and chunk numbers; moreover, we found that this algorithm was particularly efficient in the noise range observed in real data, provided that at least 4 sequence repetitions were included in each experimental block. Furthermore, we applied this algorithm to actual reaction time series gathered from 3 published experiments and were able to confirm the findings obtained in the original reports. In conclusion, this novel algorithm is easy to implement, is robust to outliers and provides concurrent and reliable estimation of chunk position and chunking dynamics, making it useful to study both sequence-specific and general chunking effects. The algorithm is available at: https://github.com/artipago/Non-parametric-algorithm-to-isolate-chunks-in-response-sequences."	github.com/artipago/Non-parametric-algorithm-to-isolate-chunks-in-response-sequences.	https://github.com/artipago/Non-parametric-algorithm-to-isolate-chunks-in-response-sequences/	artipago	Non-parametric-algorithm-to-isolate-chunks-in-response-sequences			0	1	10/31/2018	renamed	https://github.com/artipago/Non-parametric-algorithm-to-isolate-chunks-in-response-sequences--Alamia-2016-/
35664040	05/18/2022	10.1016/j.mex.2022.101731	MethodsX	Computationally efficient barycentric interpolation of large grain boundary octonion point sets.	"We present a method for performing efficient barycentric interpolation for large grain boundary octonion point sets which reside on the surface of a hypersphere. This method includes removal of degenerate dimensions via singular value decomposition (SVD) transformations and linear projections, determination of intersecting facets via nearest neighbor (NN) searches, and interpolation. This method is useful for hyperspherical point sets for applications such as grain boundaries structure-property models, robotics, and specialized neural networks. We provide a case study of the method applied to the 7-sphere. We provide 1-sphere and 2-sphere visualizations to illustrate important aspects of these dimension reduction and interpolation methods. A MATLAB implementation is available at github.com/sgbaird-5dof/interp.•Barycentric interpolation is combined with hypersphere facet intersections, dimensionality reduction, and linear projections to reduce computational complexity without loss of information•A max nearest neighbor threshold is used in conjunction with facet intersection determination to reduce computational runtime."	github.com/sgbaird-5dof/interp.•Barycentric	https://github.com/sgbaird-5dof/interp.•Barycentric/	sgbaird-5dof	interp.•Barycentric			0	0		wrong link	https://github.com/sgbaird-5DOF/interp/
35035264	01/08/2022	10.1007/s11042-021-11477-9	Multimedia tools and applications	Screening of breast cancer from thermogram images by edge detection aided deep transfer learning model.	"Breast cancer, the most common invasive cancer, causes deaths of thousands of women in the world every year. Early detection of the same is a remedy to lessen the death rate. Hence, screening of breast cancer in its early stage is utmost required. However, in the developing nations not many can afford the screening and detection procedures owing to its cost. Hence, an effective and less expensive way of detecting breast cancer is performed using thermography which, unlike other methods, can be used on women of various ages. To this end, we propose a computer aided breast cancer detection system that accepts thermal breast images to detect the same. Here, we use the pre-trained DenseNet121 model as a feature extractor to build a classifier for the said purpose. Before extracting features, we work on the original thermal breast images to get outputs using two edge detectors - Prewitt and Roberts. These two edge-maps along with the original image make the input to the DenseNet121 model as a 3-channel image. The thermal breast image dataset namely, Database for Mastology Research (DMR-IR) is used to evaluate performance of our model. We achieve the highest classification accuracy of 98.80% on the said database, which outperforms many state-of-the-art methods, thereby confirming the superiority of the proposed model. Source code of this work is available here: https://github.com/subro608/thermogram_breast_cancer."	github.com/subro608/thermogram_breast_cancer.	https://github.com/subro608/thermogram_breast_cancer/	subro608	thermogram_breast_cancer			0	0		repo deleted	
29994416	07/02/2018	10.1109/TCYB.2018.2846361	IEEE transactions on cybernetics	Stereo Video Object Segmentation Using Stereoscopic Foreground Trajectories.	"We present an unsupervised segmentation framework for stereo videos using stereoscopic trajectories. The proposed stereo trajectory shows favorable properties for modeling the long-term motion information through the whole sequence and explicitly capturing the corresponding relationships between two stereo views. The stereo prior is important for inferring the desired object and guarantees the consistent spatial-temporal segmentation, which contributes to an enjoyable stereo experience. We start by deriving stereo trajectories from left and right views simultaneously, which are represented via a graph structure. Then we detect object-like stereo trajectories via the graph structure to efficiently infer the desired object. Finally, an energy optimization function is proposed to produce the stereo segmentation results via leveraging the object information from stereo trajectories. To benefit potential research, we collected a new stereoscopic video benchmark, which consists of a total of 50 stereo video clips and includes many challenges in segmentation. Extensive experimental results demonstrate that our stereo segmentation method achieves higher performance and preserves better stereo structures, compared with prevailing competitors. The source code and results are available at: https://github.com/shenjianbing/StereoSeg."	github.com/shenjianbing/StereoSeg.	https://github.com/shenjianbing/StereoSeg/	shenjianbing	StereoSeg			0	0		repo deleted	
35580514	06/16/2022	10.1016/j.neunet.2022.04.026	Neural networks : the official journal of the International Neural Network Society	Multi-level landmark-guided deep network for face super-resolution.	"Recent years deep learning-based methods incorporating facial prior knowledge for face super-resolution (FSR) are advancing and have gained impressive performance. However, some important priors such as facial landmarks are not fully exploited in existing methods, leading to noticeable artifacts in the resultant SR face images especially under large magnification. In this paper, we propose a novel multi-level landmark-guided deep network (MLGDN) for FSR. More specifically, to fully exploit the dependencies between low and high resolution images and to reduce network parameters as well as capture more reliable feature representation, we introduce a recursive back-projection network with a particular feedback mechanism for coarse-to-fine FSR. Furthermore, we incorporate an attention fusion module in the front of backbone network to strengthen face components and a feature modulation module to refine features in the middle of backbone network. By this way, the facial landmarks extracted from face images can be fully shared by the modules in different levels, which benefit to produce more faithful facial details. Both quantitative and qualitative performance evaluations on two benchmark databases demonstrate that the proposed MLGDN can achieve more impressive SR results than other state-of-the-art competitors. Code will be available at https://github.com/zhuangcheng31/MLG_Face.git/."	github.com/zhuangcheng31/MLG_Face.git/.	https://github.com/zhuangcheng31/MLG_Face.git/	zhuangcheng31	MLG_Face.git			0	0		wrong link	https://github.com/zhuangcheng31/MLG_Face/
36449588	05/04/2023	10.1109/TMI.2022.3225687	IEEE transactions on medical imaging	Semi-Supervised Medical Image Segmentation Using Adversarial Consistency Learning and Dynamic Convolution Network.	"Popular semi-supervised medical image segmentation networks often suffer from error supervision from unlabeled data since they usually use consistency learning under different data perturbations to regularize model training. These networks ignore the relationship between labeled and unlabeled data, and only compute single pixel-level consistency leading to uncertain prediction results. Besides, these networks often require a large number of parameters since their backbone networks are designed depending on supervised image segmentation tasks. Moreover, these networks often face a high over-fitting risk since a small number of training samples are popular for semi-supervised image segmentation. To address the above problems, in this paper, we propose a novel adversarial self-ensembling network using dynamic convolution (ASE-Net) for semi-supervised medical image segmentation. First, we use an adversarial consistency training strategy (ACTS) that employs two discriminators based on consistency learning to obtain prior relationships between labeled and unlabeled data. The ACTS can simultaneously compute pixel-level and image-level consistency of unlabeled data under different data perturbations to improve the prediction quality of labels. Second, we design a dynamic convolution-based bidirectional attention component (DyBAC) that can be embedded in any segmentation network, aiming at adaptively adjusting the weights of ASE-Net based on the structural information of input samples. This component effectively improves the feature representation ability of ASE-Net and reduces the overfitting risk of the network. The proposed ASE-Net has been extensively tested on three publicly available datasets, and experiments indicate that ASE-Net is superior to state-of-the-art networks, and reduces computational costs and memory overhead. The code is available at: https://github.com/SUST-reynole/ASE-Nethttps://github.com/SUST-reynole/ASE-Net."	github.com/SUST-reynole/ASE-Nethttps	https://github.com/SUST-reynole/ASE-Nethttps/	SUST-reynole	ASE-Nethttps			0	0		wrong link	https://github.com/SUST-reynole/ASE-Net/
28977511	12/04/2017	10.1093/nar/gkx767	Nucleic acids research	Towards enhanced and interpretable clustering/classification in integrative genomics.	"High-throughput technologies have led to large collections of different types of biological data that provide unprecedented opportunities to unravel molecular heterogeneity of biological processes. Nevertheless, how to jointly explore data from multiple sources into a holistic, biologically meaningful interpretation remains challenging. In this work, we propose a scalable and tuning-free preprocessing framework, Heterogeneity Rescaling Pursuit (Hetero-RP), which weighs important features more highly than less important ones in accord with implicitly existing auxiliary knowledge. Finally, we demonstrate effectiveness of Hetero-RP in diverse clustering and classification applications. More importantly, Hetero-RP offers an interpretation of feature importance, shedding light on the driving forces of the underlying biology. In metagenomic contig binning, Hetero-RP automatically weighs abundance and composition profiles according to the varying number of samples, resulting in markedly improved performance of contig binning. In RNA-binding protein (RBP) binding site prediction, Hetero-RP not only improves the prediction performance measured by the area under the receiver operating characteristic curves (AUC), but also uncovers the evidence supported by independent studies, including the distribution of the binding sites of IGF2BP and PUM2, the binding competition between hnRNPC and U2AF2, and the intron-exon boundary of U2AF2 [availability: https://github.com/younglululu/Hetero-RP]."	github.com/younglululu/Hetero-RP].	https://github.com/younglululu/Hetero-RP]/	younglululu	Hetero-RP]			0	0		wrong link	https://github.com/younglululu/Hetero-RP/
29069317	10/17/2018	10.1093/bioinformatics/btx672	"Bioinformatics (Oxford, England)"	Constructing prediction models from expression profiles for large scale lncRNA-miRNA interaction profiling.	"The interaction of miRNA and lncRNA is known to be important for gene regulations. However, not many computational approaches have been developed to analyze known interactions and predict the unknown ones. Given that there are now more evidences that suggest that lncRNA-miRNA interactions are closely related to their relative expression levels in the form of a titration mechanism, we analyzed the patterns in large-scale expression profiles of known lncRNA-miRNA interactions. From these uncovered patterns, we noticed that lncRNAs tend to interact collaboratively with miRNAs of similar expression profiles, and vice versa. By representing known interaction between lncRNA and miRNA as a bipartite graph, we propose here a technique, called EPLMI, to construct a prediction model from such a graph. EPLMI performs its tasks based on the assumption that lncRNAs that are highly similar to each other tend to have similar interaction or non-interaction patterns with miRNAs and vice versa. The effectiveness of the prediction model so constructed has been evaluated using the latest dataset of lncRNA-miRNA interactions. The results show that the prediction model can achieve AUCs of 0.8522 and 0.8447 ± 0.0017 based on leave-one-out cross validation and 5-fold cross validation. Using this model, we show that lncRNA-miRNA interactions can be reliably predicted. We also show that we can use it to select the most likely lncRNA targets that specific miRNAs would interact with. We believe that the prediction models discovered by EPLMI can yield great insights for further research on ceRNA regulation network. To the best of our knowledge, EPLMI is the first technique that is developed for large-scale lncRNA-miRNA interaction profiling. Matlab codes and dataset are available at https://github.com/yahuang1991polyu/EPLMI/. yu-an.huang@connect.polyu.hk or zhuhongyou@ms.xjb.ac.cn. Supplementary data are available at Bioinformatics online. "	github.com/yahuang1991polyu/EPLMI/.	https://github.com/yahuang1991polyu/EPLMI/	yahuang1991polyu	EPLMI			0	0		repo deleted	
32883297	12/14/2020	10.1186/s12984-020-00738-7	Journal of neuroengineering and rehabilitation	Toward a hybrid exoskeleton for crouch gait in children with cerebral palsy: neuromuscular electrical stimulation for improved knee extension.	"Neuromuscular Electrical Stimulation (NMES) has been utilized for many years in cerebral palsy (CP) with limited success despite its inherent potential for improving muscle size and/or strength, inhibiting or reducing spasticity, and enhancing motor performance during functional activities such as gait. While surface NMES has been shown to successfully improve foot drop in CP and stroke, correction of more complex gait abnormalities in CP such as flexed knee (crouch) gait remains challenging due to the level of stimulation needed for the quadriceps muscles that must be balanced with patient tolerability and the ability to deliver NMES assistance at precise times within a gait cycle. This paper outlines the design and evaluation of a custom, noninvasive NMES system that can trigger and adjust electrical stimulation in real-time. Further, this study demonstrates feasibility of one possible application for this digitally-controlled NMES system as a component of a pediatric robotic exoskeleton to provide on-demand stimulation to leg muscles within specific phases of the gait cycle for those with CP and other neurological disorders who still have lower limb sensation and volitional control. A graphical user interface was developed to digitally set stimulation parameters (amplitude, pulse width, and frequency), timing, and intensity during walking. Benchtop testing characterized system delay and power output. System performance was investigated during a single session that consisted of four overground walking conditions in a 15-year-old male with bilateral spastic CP, GMFCS Level III: (1) his current Ankle-Foot Orthosis (AFO); (2) unassisted Exoskeleton; (3) NMES of the vastus lateralis; and (4) NMES of the vastus lateralis and rectus femoris. We hypothesized in this participant with crouch gait that NMES triggered with low latency to knee extensor muscles during stance would have a modest but positive effect on knee extension during stance. The system delivers four channels of NMES with average delays of 16.5?±?13.5?ms. Walking results show NMES to the vastus lateralis and rectus femoris during stance immediately improved mean peak knee extension during mid-stance (p?=?0.003*) and total knee excursion (p?=?0.009*) in the more affected leg. The electrical design, microcontroller software and graphical user interface developed here are included as open source material to facilitate additional research into digitally-controlled surface stimulation ( github.com/NIHFAB/NMES ). The custom, digitally-controlled NMES system can reliably trigger electrical stimulation with low latency. Precisely timed delivery of electrical stimulation to the quadriceps is a promising treatment for crouch. Our ultimate goal is to synchronize NMES with robotic knee extension assistance to create a hybrid NMES-exoskeleton device for gait rehabilitation in children with flexed knee gait from CP as well as from other pediatric disorders. clinicaltrials.gov, ID: NCT01961557 . Registered 11 October 2013; Last Updated 27 January 2020. "	github.com/NIHFAB/NMES	https://github.com/NIHFAB/NMES/	NIHFAB	NMES			0	0		repo deleted	
27913617	05/30/2017	10.1534/genetics.116.194878	Genetics	Evaluating Sequence-Based Genomic Prediction with an Efficient New Simulator.	"The vast amount of sequence data generated to analyze complex traits is posing new challenges in terms of the analysis and interpretation of the results. Although simulation is a fundamental tool to investigate the reliability of genomic analyses and to optimize experimental design, existing software cannot realistically simulate complete genomes. To remedy this, we have developed a new strategy (Sequence-Based Virtual Breeding, SBVB) that uses real sequence data and simulates new offspring genomes and phenotypes in a very efficient and flexible manner. Using this tool, we studied the efficiency of full sequence in genomic prediction compared to SNP arrays. We used real porcine sequences from three breeds as founder genomes of a 2500-animal pedigree and two genetic architectures: ""neutral"" and ""selective."" In the neutral architecture, frequencies and allele effects were sampled independently whereas, in the selective case, SNPs were sites putatively under selection after domestication and a negative correlation between effect and frequency was induced. We compared the effectiveness of different genotyping strategies for genomic selection, including the use of full sequence commercial arrays or randomly chosen SNP sets in both outbred and crossbred experimental designs. We found that accuracy increases using sequence instead of commercial chips but modestly, perhaps by ? 4%. This result was robust to extreme genetic architectures. We conclude that full sequence is unlikely to offset commercial arrays for predicting genetic value when the number of loci is relatively large and the prior given to each SNP is uniform. Using sequence to improve selection thus requires optimized prior information and, likely, increased population sizes. The code and manual for SBVB are available at https://github.com/mperezenciso/sbvb0."	github.com/mperezenciso/sbvb0.	https://github.com/mperezenciso/sbvb0/	mperezenciso	sbvb0			0	1	07/20/2019	repo deleted	
32750802	05/07/2023	10.1109/TPAMI.2020.3007032	IEEE transactions on pattern analysis and machine intelligence	CCNet: Criss-Cross Attention for Semantic Segmentation.	"Contextual information is vital in visual understanding problems, such as semantic segmentation and object detection. We propose a criss-cross network (CCNet) for obtaining full-image contextual information in a very effective and efficient way. Concretely, for each pixel, a novel criss-cross attention module harvests the contextual information of all the pixels on its criss-cross path. By taking a further recurrent operation, each pixel can finally capture the full-image dependencies. Besides, a category consistent loss is proposed to enforce the criss-cross attention module to produce more discriminative features. Overall, CCNet is with the following merits: 1) GPU memory friendly. Compared with the non-local block, the proposed recurrent criss-cross attention module requires 11? less GPU memory usage. 2) High computational efficiency. The recurrent criss-cross attention significantly reduces FLOPs by about 85 percent of the non-local block. 3) The state-of-the-art performance. We conduct extensive experiments on semantic segmentation benchmarks including Cityscapes, ADE20K, human parsing benchmark LIP, instance segmentation benchmark COCO, video segmentation benchmark CamVid. In particular, our CCNet achieves the mIoU scores of 81.9, 45.76 and 55.47 percent on the Cityscapes test set, the ADE20K validation set and the LIP validation set respectively, which are the new state-of-the-art results. The source codes are available at https://github.com/speedinghzl/CCNethttps://github.com/speedinghzl/CCNet."	github.com/speedinghzl/CCNethttps	https://github.com/speedinghzl/CCNethttps/	speedinghzl	CCNethttps			0	0		wrong link	https://github.com/speedinghzl/CCNet/
34754797	09/24/2021	10.1016/j.mex.2021.101527	MethodsX	Python program for spatial reduction and reconstruction method in flood inundation modelling.	"Fast and accurate modelling of flood inundation has gained increasing attention in recent years. One approach gaining popularity recently is the development of emulation models using data driven methods, such as artificial neural networks. These emulation models are often developed to model flood depth for each grid cell in the modelling domain in order to maintain accurate spatial representation of the flood inundation surface. This leads to redundancy in modelling, as well as difficulties in achieving good model performance across floodplains where there are limited data available. In this paper, a spatial reduction and reconstruction (SRR) method is developed to (1) identify representative locations within the model domain where water levels can be used to represent flood inundation surface using deep learning models; and (2) reconstruct the flood inundation surface based on water levels simulated at these representative locations. The SRR method is part of the SRR-Deep-Learning framework for flood inundation modelling and therefore, it needs to be used together with data driven models. The SRR method is programmed using the Python programming language and is freely available from https://github.com/yuerongz/SRR-method.•The SRR method identifies locations which are representative of flood inundation behavior in surrounding areas.•The representative locations selected following the SRR method have sufficient flood data for developing emulation models.•Flood inundation surfaces can be reconstructed using the SRR method with a detection rate of above 99%."	github.com/yuerongz/SRR-method.•The	https://github.com/yuerongz/SRR-method.•The/	yuerongz	SRR-method.•The			0	0		wrong link	https://github.com/yuerongz/SRR-method/
34335711	08/03/2021	10.1155/2021/2883559	Computational intelligence and neuroscience	Stable Median Centre Clustering for Unsupervised Domain Adaptation Person Re-Identification.	"The current unsupervised domain adaptation person re-identification (re-ID) method aims to solve the domain shift problem and applies prior knowledge learned from labelled data in the source domain to unlabelled data in the target domain for person re-ID. At present, the unsupervised domain adaptation person re-ID method based on pseudolabels has obtained state-of-the-art performance. This method obtains pseudolabels via a clustering algorithm and uses these pseudolabels to optimize a CNN model. Although it achieves optimal performance, the model cannot be further optimized due to the existence of noisy labels in the clustering process. In this paper, we propose a stable median centre clustering (SMCC) for the unsupervised domain adaptation person re-ID method. SMCC adaptively mines credible samples for optimization purposes and reduces the impact of label noise and outliers on training to improve the performance of the resulting model. In particular, we use the intracluster distance confidence measure of the sample and its -reciprocal nearest neighbour cluster proportion in the clustering process to select credible samples and assign different weights according to the intracluster sample distance confidence of samples to measure the distances between different clusters, thereby making the clustering results more robust. The experiments show that our SMCC method can select credible and stable samples for training and improve performance of the unsupervised domain adaptation model. Our code is available at https://github.com/sunburst792/SMCC-method/tree/master. "	github.com/sunburst792/SMCC-method/tree/master.	https://github.com/sunburst792/SMCC-method/tree/master/	sunburst792	SMCC-method			0	0		repo deleted	
